1687464778.771		55315	135	31	55106	43	55110	26	366	0	200
1687464779.705		2327	338	113	1726	150	1733	26	366	0	200
1687464780.537		1185	201	52	845	87	849	26	366	0	200
1687464781.293		1827	263	110	1293	161	1298	26	366	0	200
1687464781.992		1933	321	95	1373	144	1377	26	366	0	200
1687464782.645		1890	310	111	1308	161	1318	26	366	0	200
1687464783.259		2423	303	79	1899	142	1902	26	366	0	200
1687464783.842		2333	307	79	1810	137	1813	26	366	0	200
1687464784.397		1933	324	114	1327	168	1334	26	366	0	200
1687464784.927		785	165	32	534	54	535	26	366	0	200
1687464785.437		1740	280	70	1255	135	1259	26	366	0	200
1687464785.928		1675	303	93	1152	127	1160	26	366	0	200
1687464786.402		1857	298	77	1329	153	1332	26	366	0	200
1687464786.861		2376	291	73	1867	145	1871	26	366	0	200
1687464787.306		2201	282	74	1693	152	1696	26	366	0	200
1687464787.739		2283	312	102	1705	164	1711	26	366	0	200
1687464788.159		2004	252	74	1539	139	1542	26	366	0	200
1687464788.569		2040	356	80	1479	125	1487	26	366	0	200
1687464788.970		1626	306	108	1078	134	1083	26	366	0	200
1687464789.360		1754	319	82	1223	130	1227	26	366	0	200
1687464789.742		1587	275	72	1116	124	1122	26	366	0	200
1687464790.116		997	189	67	676	65	674	26	366	0	200
1687464790.483		530	90	35	363	42	364	26	366	0	200
1687464790.842		877	187	56	563	71	566	26	366	0	200
1687464791.194		1676	309	79	1135	153	1137	26	366	0	200
1687464791.540		789	136	32	538	83	537	26	366	0	200
1687464791.881		1621	356	85	1048	132	1052	26	366	0	200
1687464792.215		1704	308	78	1135	183	1137	26	366	0	200
1687464792.543		1609	298	79	1071	161	1074	26	366	0	200
1687464792.866		1630	313	81	1082	154	1085	26	366	0	200
1687464793.186		1702	298	79	1180	145	1180	26	366	0	200
1687464793.500		1594	293	80	1094	127	1099	26	366	0	200
1687464793.809		2982	284	73	2482	143	2486	26	366	0	200
1687464794.114		1598	308	108	1038	144	1044	26	366	0	200
1687464794.415		1965	208	58	1615	84	1619	26	366	0	200
1687464794.712		1645	302	80	1133	130	1134	26	366	0	200
