1687779678.557		18050	159	45	17772	74	17775	32	242	0	500
1687779678.566		23710	104	49	23504	53	23502	32	242	0	500
1687779678.576		16494	85	44	16315	50	16313	32	242	0	500
1687779678.585		14212	125	52	13980	55	13980	32	242	0	500
1687779678.595		13882	123	36	13675	48	13675	32	242	0	500
1687779678.606		10436	115	32	10244	45	10246	32	242	0	500
1687779678.616		9353	106	23	9180	44	9180	32	242	0	500
1687779678.625		9914	100	21	9746	47	9744	32	242	0	500
1687779678.636		8157	69	20	8022	46	8019	32	242	0	500
1687779678.645		8512	72	20	8367	53	8364	32	242	0	500
1687779678.655		8646	109	32	8455	50	8452	32	242	0	500
1687779678.666		9316	86	24	9165	41	9167	32	242	0	500
1687779678.675		11959	112	44	11743	60	11744	32	242	0	500
1687779678.684		10330	91	26	10163	50	10162	32	242	0	500
1687779678.694		8557	99	23	8376	59	8373	32	242	0	500
1687779678.704		10306	92	27	10146	41	10149	32	242	0	500
1687779678.714		11354	174	28	11074	78	11139	32	242	0	500
1687779678.723		9039	124	31	8817	67	8815	32	242	0	500
1687779678.733		9135	117	34	8935	49	8936	32	242	0	500
1687779678.743		7149	67	21	7007	54	7004	32	242	0	500
1687779678.753		7373	123	23	7177	50	7171	32	242	0	500
1687779678.763		8447	86	33	8264	64	8261	32	242	0	500
1687779678.772		9758	100	31	9556	71	9554	32	242	0	500
1687779678.782		8842	88	24	8683	47	8683	32	242	0	500
1687779678.791		11267	129	25	11052	61	11054	32	242	0	500
1687779678.801		43366	116	26	43178	46	43178	32	242	0	500
1687779678.811		34417	122	20	34238	37	34237	32	242	0	500
1687779678.820		26647	135	21	26449	42	26450	32	242	0	500
1687779678.830		17765	124	22	17578	41	17579	32	242	0	500
1687779678.839		13927	113	40	13676	98	13676	32	242	0	500
1687779678.850		15124	94	33	14951	46	14950	32	242	0	500
1687779678.860		13380	116	30	13184	50	13184	32	242	0	500
1687779678.868		8553	120	29	8337	67	8334	32	242	0	500
1687779678.878		8461	131	32	8252	46	8252	32	242	0	500
1687779678.888		8292	109	29	8103	51	8103	32	242	0	500
