1687787654.707		17946	150	38	17696	62	17701	32	242	0	500
1687787654.715		21503	128	38	21286	51	21290	32	242	0	500
1687787654.725		13875	82	24	13720	49	13720	32	242	0	500
1687787654.735		14275	122	33	14062	58	14061	32	242	0	500
1687787654.745		8349	113	32	8153	51	8152	32	242	0	500
1687787654.756		7134	101	26	6939	68	6937	32	242	0	500
1687787654.766		7483	133	24	7257	69	7253	32	242	0	500
1687787654.775		9569	110	25	9381	53	9379	32	242	0	500
1687787654.785		8650	169	26	8396	59	8414	32	242	0	500
1687787654.796		8328	117	28	8121	62	8119	32	242	0	500
1687787654.805		10022	72	32	9864	54	9861	32	242	0	500
1687787654.815		10805	81	23	10660	41	10660	32	242	0	500
1687787654.824		13475	115	25	13276	59	13275	32	242	0	500
1687787654.834		11255	97	25	11063	70	11063	32	242	0	500
1687787654.845		10547	106	22	10370	49	10367	32	242	0	500
1687787654.854		10226	97	23	10047	59	10045	32	242	0	500
1687787654.864		8690	92	30	8511	57	8509	32	242	0	500
1687787654.874		9116	73	26	8970	47	8969	32	242	0	500
1687787654.884		8627	81	23	8462	61	8459	32	242	0	500
1687787654.894		8638	88	39	8457	54	8454	32	242	0	500
1687787654.903		8808	95	28	8643	42	8646	32	242	0	500
1687787654.912		7560	175	27	7308	50	7372	32	242	0	500
1687787654.923		7349	94	45	7159	51	7158	32	242	0	500
1687787654.932		7327	104	23	7160	40	7158	32	242	0	500
1687787654.961		28416	92	20	28242	62	28238	32	242	0	500
1687787654.942		49545	99	23	49384	39	49382	32	242	0	500
1687787654.951		41646	78	17	41489	62	41488	32	242	0	500
1687787654.970		23780	116	29	23593	42	23593	32	242	0	500
1687787654.980		17299	118	30	17086	65	17085	32	242	0	500
1687787654.990		20382	109	27	20189	57	20191	32	242	0	500
1687787654.999		12280	69	22	12134	55	12135	32	242	0	500
1687787655.010		11166	131	33	10962	40	10964	32	242	0	500
1687787655.018		11530	102	26	11359	43	11358	32	242	0	500
1687787655.028		9302	106	21	9133	42	9134	32	242	0	500
