1687463746.154		43603	171	36	43346	50	43354	26	366	0	200
1687463747.089		74268	293	85	73837	53	73845	26	366	0	200
1687463747.921		47078	210	49	46754	65	46753	26	366	0	200
1687463748.676		44205	140	39	43970	56	43969	26	366	0	200
1687463749.376		77312	327	120	76802	63	76813	26	366	0	200
1687463750.029		42315	136	22	42105	52	42122	26	366	0	200
1687463750.643		47722	98	40	47526	58	47522	26	366	0	200
1687463751.225		84701	300	71	84281	49	84284	26	366	0	200
1687463751.781		77360	201	66	77031	62	77050	26	366	0	200
1687463752.310		133394	299	76	132858	161	132856	26	366	0	200
1687463752.820		128586	310	103	127995	178	127994	26	366	0	200
1687463753.311		139060	299	75	138546	140	138542	26	366	0	200
1687463753.786		81310	296	74	80862	78	80867	26	366	0	200
1687463754.245		75017	300	77	74588	52	74596	26	366	0	200
1687463754.690		75135	406	120	74545	64	74557	26	366	0	200
1687463755.122		127726	302	76	127212	136	127211	26	366	0	200
1687463755.542		123383	305	76	122836	166	122836	26	366	0	200
1687463755.953		120473	363	84	119961	65	119968	26	366	0	200
1687463756.352		127029	296	153	126493	87	126497	26	366	0	200
1687463756.744		73586	287	74	73148	77	73156	26	366	0	200
1687463757.126		74672	303	79	74241	49	74249	26	366	0	200
1687463757.500		41433	116	17	41238	62	41234	26	366	0	200
1687463757.866		83139	311	77	82677	74	82683	26	366	0	200
1687463758.226		78270	262	69	77885	54	77889	26	366	0	200
1687463758.577		130894	306	72	130387	129	130385	26	366	0	200
1687463758.924		88140	321	59	87694	66	87702	26	366	0	200
1687463759.264		40743	110	21	40559	53	40557	26	366	0	200
1687463759.598		78438	296	76	78013	53	78022	26	366	0	200
1687463759.927		40735	194	24	40467	50	40485	26	366	0	200
1687463760.250		44494	120	41	44286	47	44302	26	366	0	200
1687463760.570		72906	277	71	72508	50	72514	26	366	0	200
1687463760.884		42862	108	22	42672	60	42669	26	366	0	200
1687463761.192		70935	319	84	70477	55	70484	26	366	0	200
1687463761.498		125543	298	79	125035	131	125033	26	366	0	200
1687463761.798		74506	302	76	74055	73	74060	26	366	0	200
1687463762.095		95312	302	77	94876	57	94881	26	366	0	200
1687463762.388		52948	249	122	52527	50	52533	26	366	0	200
1687463762.677		136118	297	77	135578	166	135576	26	366	0	200
1687463762.963		127686	301	79	127172	134	127171	26	366	0	200
1687463763.246		147981	278	88	147503	112	147506	26	366	0	200
1687463763.525		129846	272	92	129362	120	129364	26	366	0	200
1687463763.801		45325	161	20	45087	57	45085	26	366	0	200
