1688740301.225		18177	5711	72	12303	91	17885	32	36464	0	200
1688740301.233		11964	92	33	11720	119	11721	32	36464	0	200
1688740301.243		11280	107	40	11011	122	11017	32	36464	0	200
1688740301.253		10303	95	41	10052	115	10053	32	36464	0	200
1688740301.264		8740	85	19	8525	111	8522	32	36464	0	200
1688740301.274		7181	74	21	7026	60	7025	32	36464	0	200
1688740301.283		7090	69	21	6907	93	6905	32	36464	0	200
1688740301.294		7079	63	37	6915	64	6914	32	36464	0	200
1688740301.303		7793	63	18	7655	57	7652	32	36464	0	200
1688740301.314		8138	64	18	7982	74	7981	32	36464	0	200
1688740301.323		10035	74	22	9841	98	9839	32	36464	0	200
1688740301.334		8194	95	18	8011	70	8011	32	36464	0	200
1688740301.343		8540	83	36	8345	76	8345	32	36464	0	200
1688740301.352		11574	70	20	11394	90	11410	32	36464	0	200
1688740301.362		24105	126	27	23880	72	23880	32	36464	0	200
1688740301.372		15331	103	24	15147	57	15152	32	36464	0	200
1688740301.382		12469	93	23	12284	69	12282	32	36464	0	200
1688740301.392		9507	105	28	9312	62	9312	32	36464	0	200
1688740301.401		7439	71	18	7238	112	7235	32	36464	0	200
1688740301.412		7367	110	21	7157	79	7157	32	36464	0	200
1688740301.422		8166	112	18	7946	90	7953	32	36464	0	200
1688740301.431		8621	83	29	8344	165	8423	32	36464	0	200
1688740301.440		9468	73	22	9266	107	9263	32	36464	0	200
1688740301.450		7990	72	21	7817	80	7815	32	36464	0	200
1688740301.459		7210	86	24	6977	123	6978	32	36464	0	200
1688740301.470		7715	96	46	7486	87	7496	32	36464	0	200
1688740301.479		8535	66	32	8326	111	8324	32	36464	0	200
1688740301.489		8003	78	23	7818	84	7816	32	36464	0	200
1688740301.498		8179	75	21	8004	79	8003	32	36464	0	200
1688740301.507		7612	85	22	7410	95	7409	32	36464	0	200
1688740301.518		7389	85	34	7197	73	7195	32	36464	0	200
1688740301.527		6928	88	17	6728	95	6726	32	36464	0	200
1688740301.537		25783	198	64	25177	344	25301	32	36464	0	200
1688740301.547		26673	303	101	26104	165	26109	32	36464	0	200
1688740301.555		49928	240	87	49425	176	49434	32	36464	0	200
1688740301.565		48537	221	76	48007	233	48111	32	36464	0	200
1688740301.575		42136	192	69	41782	93	41785	32	36464	0	200
1688740301.584		35316	239	79	34901	97	34913	32	36464	0	200
1688740301.594		38174	228	86	37771	89	37794	32	36464	0	200
1688740301.604		34093	240	72	33675	106	33681	32	36464	0	200
1688740301.612		28316	183	61	27990	82	27996	32	36464	0	200
1688740301.622		19954	157	50	19673	74	19682	32	36464	0	200
1688740301.631		19763	127	36	19535	65	19540	32	36464	0	200
1688740301.640		12307	91	24	12129	63	12130	32	36464	0	200
1688740301.651		8812	95	27	8629	61	8629	32	36464	0	200
1688740301.660		7319	69	19	7144	87	7142	32	36464	0	200
1688740301.670		7975	61	33	7811	70	7809	32	36464	0	200
1688740301.678		8625	83	22	8449	71	8450	32	36464	0	200
1688740301.688		9981	68	19	9805	89	9817	32	36464	0	200
1688740301.698		10479	89	21	10277	92	10277	32	36464	0	200
1688740301.706		14495	142	37	14233	83	14233	32	36464	0	200
1688740301.716		13788	102	27	13561	98	13558	32	36464	0	200
1688740301.725		9630	121	33	9387	89	9392	32	36464	0	200
1688740301.735		7972	95	22	7757	98	7754	32	36464	0	200
1688740301.743		8050	77	22	7880	71	7878	32	36464	0	200
1688740301.753		8883	78	29	8689	87	8705	32	36464	0	200
1688740301.762		8042	111	27	7794	110	7793	32	36464	0	200
1688740301.772		8721	96	22	8493	110	8491	32	36464	0	200
1688740301.781		8081	76	37	7855	113	7854	32	36464	0	200
1688740301.789		7574	73	21	7384	96	7382	32	36464	0	200
1688740301.799		7953	89	18	7785	61	7787	32	36464	0	200
1688740301.808		7816	71	21	7658	66	7656	32	36464	0	200
1688740301.817		8058	77	22	7854	105	7852	32	36464	0	200
1688740301.827		7673	82	23	7454	114	7486	32	36464	0	200
1688740301.836		8111	87	35	7883	106	7882	32	36464	0	200
1688740301.845		8297	74	22	8104	97	8103	32	36464	0	200
1688740301.854		8839	98	22	8634	85	8632	32	36464	0	200
1688740301.864		8243	96	28	8053	66	8055	32	36464	0	200
1688740301.873		8012	84	23	7791	114	7789	32	36464	0	200
1688740301.882		7802	72	22	7627	81	7626	32	36464	0	200
1688740301.891		7337	92	32	7108	105	7108	32	36464	0	200
1688740301.899		7499	93	24	7310	72	7310	32	36464	0	200
1688740301.909		7355	89	34	7153	79	7151	32	36464	0	200
1688740301.918		7790	95	22	7558	115	7556	32	36464	0	200
1688740301.927		7726	81	22	7515	108	7513	32	36464	0	200
1688740301.935		7535	68	26	7337	104	7337	32	36464	0	200
1688740301.946		8359	74	21	8186	78	8185	32	36464	0	200
1688740301.954		8971	142	37	8714	78	8732	32	36464	0	200
1688740301.964		7508	95	25	7284	104	7284	32	36464	0	200
1688740301.972		7292	70	22	7118	82	7116	32	36464	0	200
1688740301.982		7714	73	38	7548	55	7559	32	36464	0	200
1688740301.989		8212	75	19	8015	103	8013	32	36464	0	200
1688740301.998		8500	80	23	8316	81	8316	32	36464	0	200
1688740302.007		8137	89	26	7940	82	7938	32	36464	0	200
1688740302.017		8440	92	24	8229	95	8227	32	36464	0	200
1688740302.025		8441	92	26	8229	94	8231	32	36464	0	200
1688740302.034		8280	94	23	8081	82	8081	32	36464	0	200
1688740302.044		7653	81	23	7475	74	7474	32	36464	0	200
1688740302.052		8176	88	25	7962	101	7962	32	36464	0	200
1688740302.061		8369	73	22	8210	64	8208	32	36464	0	200
1688740302.071		8420	58	17	8243	102	8226	32	36464	0	200
1688740302.079		8982	101	28	8777	76	8781	32	36464	0	200
1688740302.088		9438	99	22	9217	100	9220	32	36464	0	200
1688740302.096		10789	98	23	10607	61	10609	32	36464	0	200
1688740302.105		11776	103	23	11556	94	11558	32	36464	0	200
1688740302.114		10435	88	23	10249	75	10260	32	36464	0	200
1688740302.123		9581	86	23	9415	57	9422	32	36464	0	200
1688740302.132		8991	81	20	8786	104	8788	32	36464	0	200
1688740302.141		9426	88	27	9233	78	9238	32	36464	0	200
1688740302.150		9911	98	22	9700	91	9702	32	36464	0	200
1688740302.158		11906	112	27	11667	100	11669	32	36464	0	200
1688740302.167		12671	118	33	12403	117	12403	32	36464	0	200
1688740302.176		10819	116	33	10600	70	10603	32	36464	0	200
1688740302.184		10887	78	37	10690	82	10692	32	36464	0	200
1688740302.194		11337	99	21	11108	109	11105	32	36464	0	200
1688740302.202		9762	86	22	9578	76	9588	32	36464	0	200
1688740302.210		9581	104	28	9343	106	9344	32	36464	0	200
1688740302.219		9422	90	24	9226	82	9226	32	36464	0	200
1688740302.229		9106	72	36	8894	104	8917	32	36464	0	200
1688740302.238		9722	89	24	9534	75	9551	32	36464	0	200
1688740302.246		11765	94	23	11559	89	11561	32	36464	0	200
1688740302.255		9297	80	21	9079	117	9091	32	36464	0	200
1688740302.263		9644	127	27	9414	76	9416	32	36464	0	200
1688740302.272		9561	85	22	9374	80	9375	32	36464	0	200
1688740302.280		11233	116	29	11006	82	11006	32	36464	0	200
1688740302.288		10649	96	28	10446	79	10452	32	36464	0	200
1688740302.298		8882	79	22	8696	85	8696	32	36464	0	200
1688740302.307		10468	89	22	10285	72	10285	32	36464	0	200
1688740302.314		9935	86	38	9723	88	9725	32	36464	0	200
1688740302.323		9398	110	30	9192	66	9193	32	36464	0	200
1688740302.332		9960	89	23	9786	62	9799	32	36464	0	200
